,User,Tweet
7805,nucleus_21,"Every oppostion has been giving slogan 
""Modi Hatao Desh bachao""
Modi comes and addresses 1.3B people
Our India is safe and secure in space as well  after successful launched of #DRDO #MISSIONSHAKTI
It's called #ModiStyle #RahulGandhi  kuchh naya sochie.."
7806,nanisind1,"@KTRTRS @narendramodi Definitely not sir
I think u are wasting your time sir 
We Are with #Bjp"
7807,luckysinrajput,"@namomerchandise @BJP4India @narendramodi @narendramodi_in @BJP4Odisha State - Odisha 

Win a lokshabha election 50% seats #BJP"
7808,oyedekhindia,"Just like to ask
#CharsiPappu
That during
Demonetisation
Was #RahulGandhi 
Also stood in line ?

Because in one speech he was questioning that where were Mukesh &amp; Anil Ambani, modi at that time 🤔

What do you think ? #2019Elections
#PappuFailedAgain"
7809,Chunawitricks,"#LokSabhaElections2019 #IndiaElects #LokSabhaElection2019 Priyanka Gandhi taking Modi head on in Varansi . Arvind kejriwal suicide in 2014 LS election is a classic case for people to learn. All news channels ate Showing Modi Vs Rahul, Time to show Modi Vs Priyanka.."
7810,Ajay_Raj_Mehta,"@narendramodi I am not sure that you will win or loose but one thing is very sure that other parties is going to give #BJP a real #challege in forming Majority . Also why BJP is creating a nuisance by not giving tickets to confirmed seat #ranchi #Ramtahalchoudary
#murlimanoharjoshi #santosh"
7811,iamminnat786,"Journalist Rachna Kahira who exposed Adhaar leak was arrstd
Wangkhem was arrestd in Manipur for criticizing Modi
Neha dixit who exposd RSS &amp; child trafficking link was arrstd
Ravish got threat call
Prasoon was removed
Lankesh was shot
Welcome to Germany Everyone
Hail Modiji
#BJP"
7812,DAspeakz,"@CNNnews18 @OfficeOfKNath @bhupendrachaube Old age affects everyone poor Kamalnath 😁  .
Modi is unstoppable and real man #LokSabhaElections2019 #AbkiBaarKiskiSarkar #BattleOf2019 Congress is over confident, I been to several places and finding our PM @narendramodi is only becoming stronger day by day"
7813,readobit,"Both politicians @narendramodi 's and @RahulGandhi 's movies coming out. 

So who do you want to watch and where?

 PS: Is this is an agenda setting #movies coming ahead of OR on the timing of #LokSabhaElections2019 ?

#BJP #Congress"
7814,RevanasiddeshR,@ProfSRK @NaMo_Ganesh @HarishK04131926 @HIMESH_SS @mattarhegde @YashpalBJP @BJP4UttarKannad @DheerajGbc @Harvansh_Batra @VictoryForNamo @narendramodi177 @LillyMaryPinto @narendramodi @sukanyaiyer2 @meenakshisharan @prema66437147 @Meenu_71 @RamsaBJYM @bakoriya_kirti_ @sanghavideepa @Babble524 @OnlineRajan__ @samar97189157 @PatelOnTop @AjayPandey__ @DebashishHiTs @ankitasood13 @hindustanse @MahiHerambha @hindu_blood @vibhor_anand @SmithaDutt @lakshmianand96 @vanitajain21 @Reema_bjp @Narendramodi_PM @Narendrap86 @iSameerKaushik @TigerNaMo @aarohi923 @SeediSeediBaat @Dubey1Vij @ved94514 @pandey_indrani @SiddharthjainIT @lacerci65 @AnantkumarH @rpmaiya @VishnuN46898801 @TheAshokSingh #ThukudeThukudeGang will get soon as a small small pieces after 23rd May of #LokSabhaElections2019 and also forgot thous people by #Indianvoters
7815,kuvijaysai007,"#ModiSpeaksToBharat 
With the kind of vomit these opposition leaders are doing, I am confident modi will come back with even bigger majority and make inroads where it was traditionally weak. #NarendraModi"
7816,PrateekThenge,"#LokSabhaElections2019 #FridayFeeling @sudhirchaudhary 
I don't approve political jokes............... I've seen too many of them get elected
#IndiaElects #peopleofindia 
#modi #RahulGandhi @RahulGandhi 
@narendramodi"
7817,Sadaa_satyaa,"@poonam_mahajan
For 5 yrs u never ever visited to our area,now it's #LokSabhaElections2019 again we will be blessed to see u
It's just our Love ❤️ for @narendramodi @Dev_Fadnavis that we will be voting 4 bjp
perhaps ur winning margin will be more if u have work out also something"
7818,AskTamal,"@DeepaAthlete @mlkhattar @CaptAbhimanyu @narendramodi Deepa Malik ji - great to see you in #BJP , a party for the Indian by the Indian and of the Indian. Highly motivated by your presence in our party. @narendramodi ji has taken every section of the society, this is Beauty of #BJP this is how we respect Maa Bharti #ModiOnceMore"
7819,issa_jatt19,"@Dayweekaa @RahulGandhi You are talking as if #ModiScamCentury showered a million jobs on us, in the last 5 years. How many did u get ? At least @RahulGandhi ji had itna guts that he dared to say so. #bjp and PM ne kitna Bills pass karwaye abhi tak, especially women's bill?? Miss or mrs. ""Chowkidar""🤣🤣"
7820,DGhosh75,"@cpimspeak No 1 isn't any development, not next level think, not new vision. No 1 is defeat Modi so that we can receive money through NGO. No one trust #Communism any more.#LokSabhaElections2019 is #ChowkidarPhirSe"
7821,Imkd152,"If you call yourself a leader, then you have to be decisive. If you're decisive, then you have the chance to be a leader. These are two sides to the same coin.
                              -Narendra Modi
 @narendramodi 
#NarendraModi #ModiSpeaksToBharat #NamoAgain2019"
7822,abdullahnisar,@CHHATTISGARHRO1 @UN indeed #Muslims are peace lover.. you seems to be a #BJP supporter go and tell @narendramodi that #Muslims are peace lover..
7823,rssanp,"बीजेपी आंध्र प्रदेश मेनिफेस्टो 2019
BJP AP MANIFESTO 2019

7. BJP's target is to fulfill wishes and aspirations of the people of #Andhra Pradesh
These were incorporated into 2019 election manifesto

#LokSabhaElections2019
#PhirEkBaarModiSarkar
@narendramodi @BJP4India @BJP4Andhra"
7824,UdayRajSinghBo1,"@SitaramYechury Guys are brilliant in politics that they are outnumbered by self moves.

I don't understand politics but PM Modi has helped each &amp; everyone, irrespective of sides, thanks to him now I have a clear vision on whom to elect. #Vote4Nation #LokSabhaElections2019"
7825,KumarReddyCH,"If #SurgicalStrike happens,
Reason for it is Soldiers, Not Modi

If missiles are launched successfully, 
Reason for it is scientists, Not Modi

But if #ITRaid happens on Corrupts, Reason for it is Modi and not IT Officials

This is the Logic of Slaves

#LokSabhaElections2019"
7826,alur_umesh,"ನೀರವ್ ಮೋದಿ ಜಾಮೀನು ಮತ್ತೆ ತಿರಸ್ಕೃತಗೊಂಡಿದೆ..ಎಪ್ರಿಲ್ 26th ವರೆಗೂ ಮತ್ತೆ ಜೈಲೇ ಗತಿ...

#ಮೋದಿಮತ್ತೊಮ್ಮೆ
#ಮೋದಿ_ಸರಕಾರ್

Nirav Modi bail rejected and police remand extended till 26th April... . 👏👏👏👏big win for Modi..
#ModiHaiToMumkinHai
#ModiSpeaksToBharat
#LokSabhaElections2019"
7827,iAltafSheikh,"The way things are shaping, it will be Modi again for sure.

Thank you @INCIndia @Mayawati @yadavakhilesh @MamataOfficial @asadowaisi @Prksh_Ambedkar @yadavtejashwi for your huge support.
#Congress #BJP #BSP #SP #MIM #BahujanVikasAaghadi #RJD"
7828,Akshatha_Bajpe,"Nirav Modi bail rejected and police remand extended till 26th April... . 👏👏👏👏big win for Modi..
#ModiHaiToMumkinHai 
#ModiSpeaksToBharat 
#LoksabhaElections2019"
7829,ajaydiit,@RPFNRDLI @NRRPF @rpfecr @rpfecrdhn @RailwaySeva @RailMinIndia @PiyushGoyal @ZeeNewsHindi @Republic_Bharat @ndtvindia @republic @CNNnews18 @DDNewsLive @narendramodi @PMOIndia @UfterYou @ArvindKejriwal Is everyone sleeping here??? @RPFNRDLI have you received my complaint??? @PMOIndia @GovtOfIndia_ @DelhiPolice sir please look into this? #DelhiCrime #BJP
7830,iamTapanPandya,"@narendramodi @BJP4Andhra I am voting #BJP how about you ? #NamoAgain #IndiaWithNaMo 

Like for same"
7831,iamTapanPandya,"@narendramodi Like for #Modi 

RT for #RahulGandhi 

Show the love 🤩🇮🇳"
7832,ravisheoran,"PM #Modi's address to nation on anti-satellite missile launch not 
violative of model code of conduct: #ElectionCommission 
#MissionShakti #IndiaSpaceSuperPower #PMAddressToNation 
#ISRO 
#LokSabhaElections2019 #LokSabhaElection2019"
7833,guruguha,"2004: ""India Shining"". Vote BJP
2019: ""If you don't think Modi is shining you are traitorous scum"". Vote BJP
@BJP4India #LokSabhaElections2019"
7834,kumardurgesh262,"@narendramodi Sir,I have a #Prayer from you that please read my tweet once After reading the tweets,understand my pain and sir and you will join us in your #Party,And I promise you that I will not leave the #BJP till I die.Just listen to me once.
Shri @narendramodi Ji"
7835,BharadwajAbhay,"Now the world is after Modi. America said ‘Join Us’ in the outer space joint programs. And now Russia (and China) says ‘Join Us’ in the outer space program. Modi has made sure that we are the fulcrum of any space program that may be. 

#MissionShakti #NarendraModi"
7836,raghvendra_rao,"As suspected, #EC finds no violation of Model Code of Conduct in PM Modi's address to the nation on #MissionShakti.
@NewsHtn
#LokSabhaElections2019"
7837,JeewanSinghNegi,"Dear Modi ji I wish you will become Prime Minister again.
But shall we vote for your one of MP's candidate Ajay Tamta ji from Almora Uttarakhand as I don't remember when I saw him last time?
I think your MP's taking undue advantage of your name.
#PMO #NarendraModi  #BJP"
7838,RGRawat16,"@RahulGandhi You are damn serious about social welfare and promote a transparent govt system.

And in other side Modi govt did nt announce a single scheme which can make difference.

My vote for Rahul Gandhi
#LokSabhaElections2019"
7839,nitin_raj1989,"Any one wanted to apply for new voter id or wanted to vote from any location simply text me, it take 10 min to get approved.
Note : 
1. Only for busy and lazy people
2. Depends upon my free time
3. Only for #BJP supporter 😎

#VoteKar 
#ModiSpeaksToBharat 
@narendramodi"
7840,KarunaShukla333,"@AmitShah That's right #bjp has worked a lot in these 5 years
Congratulations to our #bjp party for successful 5 years @narendramodi
#AbkiBaarKiskiSarkar
@KarunaShukla10"
7841,KakaChowkidar,"Ths #KiritSomaiya has been one of the most ppl friendly MP of mumbai.Let him apologize if he has said something derogatory but let #shivsena leaders also have a big heart &amp; forgive/forget.
Remember our final goal is to see #NarendraModi as PM once again !!! #BJP #BJPVijaySankalp"
7842,MSRgamingX,"M - Man 
O - Of
D - Developing
I  - India 

@narendramodi @BJP4India #BJP @BJP4Jharkhand #NamoAgain #ModiSpeaksToBharat #ModiAgain 
#ModiHaiToMumkinHai #NaMo #Modi2019Wave #ModiFor2019"
7843,bharathkumardk,@RanaAyyub I don't no about trailer but ur allegation towards modi will be proved wrong with the movie. U had told u had proof about his 'crime' prove it by releasing it. #LokSabhaElections2019
7844,indiaism_,"Tough line of questioning by Arnab Goswami to PM Narendra Modi. 
Thank god honest journalism still prevails. 

#ModiSpeaksToBharat #CharsiPappu #BJP #Elections2019"
7845,aa2eets,"List of Modi Haters-
#JuD
#HuM
#JeM
#Pakistan
#TukdeTukdeGang
#China
#INC
#AAP
#CPI
#SP
#SIMI
#PFI
#LutyensMedia
#Secular
#JNU
#AMU
#RobertVadra
#NiravModi
#VijayMallya
#MehulChoksi
Still need a reason to vote for him
#Election2019"
7846,PuriVirender,"@Kummanam @BJP4India @narendramodi @AmitShah @Ramlal @BJP4Keralam #Vote4BJP #ModiOnceMore #PhirEkbaarModiSarkar
Vote every Candidate nominated by #BJP to give absolute majority to @narendramodi so that #Modi can take bold decision After all Democracy is a game of numbers
#MeraVoteModiKo"
7847,asarpotar,"@IndianExpress A question.. @RahulGandhi is out on bail. And Sonia Gandhi; Robert Vadra.
If Rahul wins: becomes PM, Sonia made President, Vadra Defence Min - do all corruption cases against them get closed because they are Gods?
Can criminals b PM / Pres?
#LokSabhaElections2019 #JustSaying"
7848,WaniKushal,"@narendramodi @AmitShah Sir I repeat Smita Wagh from Jalgaon stands no chance of winning the seat.
Change the candidate.
Even BJP cadre won't vote for her.
This is one of the BJP bastion and is in danger.
@raosahebdanve @Dev_Fadnavis 
#jalgaon 
#LokSabhaElections2019"
7849,StarPyramid,"@RahulGandhi said, ""If Modi can do 'Anyay' by helping only 15-20 industrialist friends, then we can give 'NYAY' to everyone in India.""

#LokSabhaElections2019 
#BJPLoanJumla 
#NYAYforIndia"
7850,MChoota,"@htTweets @sardesairajdeep Modi G has damaged India even more than Pakistan could think of and I fear if Modi comes to Power again, there'll be a serious disaster for India waiting up the alley!

Reject Bigotry - Reject Modi
Save India - Reject Modi!

#LokSabhaElections2019"
7851,KUNWARPRITAM1,"Their is no doubt in that .  
We don't want pappu. 
We need a great leader like Modi ji
We want Modi ji . 
#BJP
#CharsiPappu #Congress #Election2019"
7852,Vaikincouriers,"Mitron, do you want to parcel your stuff? Then contact us, we are Vaikin Worldwide Express. We will keep (send) your parcel safely to its destination just like Modi ji is keeping our country.

#courier #international #MaiBhiChowkidar #bjp @PMOIndia @narendramodi"
7853,MylordObjection,"Open question to all fans of RaGa: please list 10 if his qualities which make him a better leader than Modi
#ChowkidarChorHai #Chowkidar #ApnaVoteSahiHathMeDijiye #Congress #BJP #Elections2019"
7854,TheHind58892756,"#ApnaVoteSahiHathMeDijiye #Congress #bjp #Elections2019
If Modi did good work in last 5 years 
Then why he begging this much for vote ?
Then why various Drama creation ?
Then why blaming over opposition and Nehru ?"
